/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/dask/dataframe/__init__.py:31: FutureWarning: The legacy Dask DataFrame implementation is deprecated and will be removed in a future version. Set the configuration option `dataframe.query-planning` to `True` or None to enable the new Dask Dataframe implementation and silence this warning.
  warnings.warn(
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/xarray_schema/__init__.py:1: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import DistributionNotFound, get_distribution
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/anndata/utils.py:434: FutureWarning: Importing read_text from `anndata` is deprecated. Import anndata.io.read_text instead.
  warnings.warn(msg, FutureWarning)
Locked Random Seed: 43
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/anndata/_core/aligned_df.py:68: ImplicitModificationWarning: Transforming to str index.
  warnings.warn("Transforming to str index.", ImplicitModificationWarning)
/hpc/group/yizhanglab/vk93/sthd-codex/run_exp.py:105: FutureWarning: In the future, the default backend for leiden will be igraph instead of leidenalg.

 To achieve the future defaults please pass: flavor="igraph" and n_iterations=2.  directed must also be False to work with igraph's implementation.
  sc.tl.leiden(adata, resolution=1.0, key_added='vgae_leiden')
Building cKDTree for instant spatial querying...
Calculating rigid partitions...
Extracting 64 patches with halo...
  0%|          | 0/64 [00:00<?, ?it/s]  2%|▏         | 1/64 [00:00<00:19,  3.21it/s]  3%|▎         | 2/64 [00:00<00:19,  3.22it/s]  5%|▍         | 3/64 [00:00<00:19,  3.14it/s]  6%|▋         | 4/64 [00:01<00:18,  3.22it/s]  8%|▊         | 5/64 [00:01<00:18,  3.17it/s]  9%|▉         | 6/64 [00:01<00:18,  3.19it/s] 11%|█         | 7/64 [00:02<00:17,  3.18it/s] 12%|█▎        | 8/64 [00:02<00:17,  3.17it/s] 14%|█▍        | 9/64 [00:02<00:17,  3.22it/s] 16%|█▌        | 10/64 [00:03<00:16,  3.23it/s] 17%|█▋        | 11/64 [00:03<00:16,  3.20it/s] 19%|█▉        | 12/64 [00:03<00:16,  3.17it/s] 20%|██        | 13/64 [00:04<00:16,  3.15it/s] 22%|██▏       | 14/64 [00:04<00:15,  3.17it/s] 23%|██▎       | 15/64 [00:04<00:15,  3.17it/s] 25%|██▌       | 16/64 [00:05<00:15,  3.16it/s] 27%|██▋       | 17/64 [00:05<00:14,  3.21it/s] 28%|██▊       | 18/64 [00:05<00:14,  3.20it/s] 30%|██▉       | 19/64 [00:05<00:14,  3.16it/s] 31%|███▏      | 20/64 [00:06<00:13,  3.16it/s] 33%|███▎      | 21/64 [00:06<00:13,  3.17it/s] 34%|███▍      | 22/64 [00:06<00:13,  3.19it/s] 36%|███▌      | 23/64 [00:07<00:12,  3.19it/s] 38%|███▊      | 24/64 [00:07<00:12,  3.21it/s] 39%|███▉      | 25/64 [00:07<00:12,  3.20it/s] 41%|████      | 26/64 [00:08<00:11,  3.18it/s] 42%|████▏     | 27/64 [00:08<00:11,  3.17it/s] 44%|████▍     | 28/64 [00:08<00:11,  3.19it/s] 45%|████▌     | 29/64 [00:09<00:11,  3.16it/s] 47%|████▋     | 30/64 [00:09<00:10,  3.17it/s] 48%|████▊     | 31/64 [00:09<00:10,  3.17it/s] 50%|█████     | 32/64 [00:10<00:10,  3.19it/s] 52%|█████▏    | 33/64 [00:10<00:09,  3.19it/s] 53%|█████▎    | 34/64 [00:10<00:09,  3.01it/s] 55%|█████▍    | 35/64 [00:11<00:09,  3.04it/s] 56%|█████▋    | 36/64 [00:11<00:09,  2.98it/s] 58%|█████▊    | 37/64 [00:11<00:09,  2.95it/s] 59%|█████▉    | 38/64 [00:12<00:09,  2.69it/s] 61%|██████    | 39/64 [00:12<00:09,  2.78it/s] 62%|██████▎   | 40/64 [00:12<00:08,  2.83it/s] 64%|██████▍   | 41/64 [00:13<00:07,  2.90it/s] 66%|██████▌   | 42/64 [00:13<00:07,  2.92it/s] 67%|██████▋   | 43/64 [00:13<00:07,  2.97it/s] 69%|██████▉   | 44/64 [00:14<00:06,  3.04it/s] 70%|███████   | 45/64 [00:14<00:06,  3.05it/s] 72%|███████▏  | 46/64 [00:14<00:05,  3.09it/s] 73%|███████▎  | 47/64 [00:15<00:05,  3.07it/s] 75%|███████▌  | 48/64 [00:15<00:05,  3.08it/s] 77%|███████▋  | 49/64 [00:15<00:04,  3.07it/s] 78%|███████▊  | 50/64 [00:16<00:04,  3.08it/s] 80%|███████▉  | 51/64 [00:16<00:04,  3.05it/s] 81%|████████▏ | 52/64 [00:16<00:03,  3.07it/s] 83%|████████▎ | 53/64 [00:17<00:03,  3.12it/s] 84%|████████▍ | 54/64 [00:17<00:03,  3.13it/s] 86%|████████▌ | 55/64 [00:17<00:02,  3.20it/s] 88%|████████▊ | 56/64 [00:18<00:02,  3.17it/s] 89%|████████▉ | 57/64 [00:18<00:02,  3.15it/s] 91%|█████████ | 58/64 [00:18<00:01,  3.12it/s] 92%|█████████▏| 59/64 [00:18<00:01,  3.12it/s] 94%|█████████▍| 60/64 [00:19<00:01,  3.15it/s] 95%|█████████▌| 61/64 [00:19<00:01,  2.74it/s] 97%|█████████▋| 62/64 [00:20<00:00,  2.84it/s] 98%|█████████▊| 63/64 [00:20<00:00,  2.96it/s]100%|██████████| 64/64 [00:20<00:00,  2.89it/s]100%|██████████| 64/64 [00:20<00:00,  3.08it/s]
Iter 0 | Total: 35.9649 | LL: -32.7685 | CE: 10.6547
Iter 20 | Total: 21.5159 | LL: -15.6018 | CE: 19.7134
Iter 21 | Total: 21.6497 | LL: -15.4955 | CE: 20.5139
Iter 22 | Total: 21.7915 | LL: -15.4024 | CE: 21.2969
Iter 23 | Total: 21.9383 | LL: -15.3208 | CE: 22.0585
Iter 24 | Total: 22.0877 | LL: -15.2490 | CE: 22.7955
Iter 25 | Total: 22.2378 | LL: -15.1860 | CE: 23.5059
Iter 26 | Total: 22.3871 | LL: -15.1305 | CE: 24.1886
Iter 27 | Total: 22.5347 | LL: -15.0817 | CE: 24.8433
Iter 28 | Total: 22.6798 | LL: -15.0387 | CE: 25.4706
Iter 29 | Total: 22.8222 | LL: -15.0008 | CE: 26.0713
Iter 0 | Total: 37.1828 | LL: -34.0765 | CE: 10.3543
Iter 1 | Total: 32.6760 | LL: -29.5883 | CE: 10.2924
Iter 2 | Total: 29.8298 | LL: -26.7775 | CE: 10.1742
Iter 3 | Total: 27.8395 | LL: -24.8110 | CE: 10.0951
Iter 4 | Total: 26.3390 | LL: -23.3133 | CE: 10.0858
Iter 5 | Total: 25.1565 | LL: -22.1083 | CE: 10.1608
Iter 6 | Total: 24.2109 | LL: -21.1135 | CE: 10.3246
Iter 7 | Total: 23.4570 | LL: -20.2844 | CE: 10.5755
Iter 8 | Total: 22.8602 | LL: -19.5880 | CE: 10.9074
Iter 9 | Total: 22.3889 | LL: -18.9951 | CE: 11.3126
Iter 10 | Total: 22.0168 | LL: -18.4819 | CE: 11.7828
Iter 11 | Total: 21.7255 | LL: -18.0325 | CE: 12.3102
Iter 12 | Total: 21.5036 | LL: -17.6373 | CE: 12.8877
Iter 13 | Total: 21.3429 | LL: -17.2902 | CE: 13.5090
Iter 14 | Total: 21.2369 | LL: -16.9864 | CE: 14.1683
Iter 15 | Total: 21.1799 | LL: -16.7218 | CE: 14.8604
Iter 16 | Total: 21.1667 | LL: -16.4928 | CE: 15.5797
Iter 17 | Total: 21.1911 | LL: -16.2952 | CE: 16.3198
Iter 18 | Total: 21.2463 | LL: -16.1244 | CE: 17.0729
Iter 19 | Total: 21.3254 | LL: -15.9761 | CE: 17.8308
Iter 20 | Total: 21.4224 | LL: -15.8468 | CE: 18.5853
Iter 21 | Total: 21.5326 | LL: -15.7336 | CE: 19.3300
Iter 22 | Total: 21.6522 | LL: -15.6342 | CE: 20.0599
Iter 23 | Total: 21.7779 | LL: -15.5466 | CE: 20.7710
Iter 24 | Total: 21.9074 | LL: -15.4693 | CE: 21.4603
Iter 25 | Total: 22.0388 | LL: -15.4009 | CE: 22.1261
Iter 26 | Total: 22.1707 | LL: -15.3404 | CE: 22.7676
Iter 27 | Total: 22.3021 | LL: -15.2867 | CE: 23.3847
Iter 28 | Total: 22.4323 | LL: -15.2390 | CE: 23.9778
Iter 29 | Total: 22.5609 | LL: -15.1966 | CE: 24.5477
Iter 0 | Total: 34.4544 | LL: -31.3132 | CE: 10.4706
Iter 1 | Total: 30.8365 | LL: -27.7322 | CE: 10.3479
Iter 2 | Total: 28.3310 | LL: -25.2956 | CE: 10.1179
Iter 3 | Total: 26.5344 | LL: -23.5589 | CE: 9.9182
Iter 4 | Total: 25.2083 | LL: -22.2688 | CE: 9.7982
Iter 5 | Total: 24.1939 | LL: -21.2630 | CE: 9.7696
Iter 6 | Total: 23.3899 | LL: -20.4418 | CE: 9.8269
Iter 7 | Total: 22.7363 | LL: -19.7483 | CE: 9.9600
Iter 8 | Total: 22.1921 | LL: -19.1444 | CE: 10.1591
Iter 9 | Total: 21.7274 | LL: -18.6027 | CE: 10.4157
Iter 10 | Total: 21.3271 | LL: -18.1101 | CE: 10.7232
Iter 11 | Total: 20.9907 | LL: -17.6678 | CE: 11.0761
Iter 12 | Total: 20.7208 | LL: -17.2797 | CE: 11.4704
Iter 13 | Total: 20.5166 | LL: -16.9458 | CE: 11.9026
Iter 14 | Total: 20.3732 | LL: -16.6623 | CE: 12.3698
Iter 15 | Total: 20.2839 | LL: -16.4231 | CE: 12.8694
Iter 16 | Total: 20.2408 | LL: -16.2213 | CE: 13.3984
Iter 17 | Total: 20.2363 | LL: -16.0503 | CE: 13.9533
Iter 18 | Total: 20.2637 | LL: -15.9048 | CE: 14.5296
Iter 19 | Total: 20.3166 | LL: -15.7800 | CE: 15.1220
Iter 20 | Total: 20.3899 | LL: -15.6723 | CE: 15.7251
Iter 21 | Total: 20.4792 | LL: -15.5788 | CE: 16.3348
Iter 22 | Total: 20.5814 | LL: -15.4971 | CE: 16.9476
Iter 23 | Total: 20.6938 | LL: -15.4255 | CE: 17.5610
Iter 24 | Total: 20.8144 | LL: -15.3626 | CE: 18.1728
Iter 25 | Total: 20.9416 | LL: -15.3072 | CE: 18.7815
Iter 26 | Total: 21.0741 | LL: -15.2584 | CE: 19.3857
Iter 27 | Total: 21.2106 | LL: -15.2154 | CE: 19.9841
Iter 28 | Total: 21.3500 | LL: -15.1774 | CE: 20.5754
Iter 29 | Total: 21.4914 | LL: -15.1439 | CE: 21.1583
Iter 0 | Total: 33.9708 | LL: -30.8249 | CE: 10.4863
Iter 1 | Total: 30.7573 | LL: -27.6231 | CE: 10.4473
Iter 2 | Total: 28.6770 | LL: -25.5625 | CE: 10.3816
Iter 3 | Total: 27.1688 | LL: -24.0543 | CE: 10.3818
Iter 4 | Total: 25.9972 | LL: -22.8540 | CE: 10.4774
Iter 5 | Total: 25.0565 | LL: -21.8535 | CE: 10.6766
Iter 6 | Total: 24.3002 | LL: -21.0069 | CE: 10.9776
Iter 7 | Total: 23.7022 | LL: -20.2902 | CE: 11.3733
Iter 8 | Total: 23.2372 | LL: -19.6808 | CE: 11.8549
Iter 9 | Total: 22.8794 | LL: -19.1557 | CE: 12.4123
Iter 10 | Total: 22.6078 | LL: -18.6971 | CE: 13.0358
Iter 11 | Total: 22.4103 | LL: -18.2952 | CE: 13.7168
Iter 12 | Total: 22.2792 | LL: -17.9449 | CE: 14.4477
Iter 13 | Total: 22.2077 | LL: -17.6411 | CE: 15.2221
Iter 14 | Total: 22.1884 | LL: -17.3781 | CE: 16.0344
Iter 15 | Total: 22.2143 | LL: -17.1505 | CE: 16.8793
Iter 16 | Total: 22.2787 | LL: -16.9535 | CE: 17.7508
Iter 17 | Total: 22.3748 | LL: -16.7824 | CE: 18.6413
Iter 18 | Total: 22.4960 | LL: -16.6337 | CE: 19.5408
Iter 19 | Total: 22.6355 | LL: -16.5041 | CE: 20.4379
Iter 20 | Total: 22.7874 | LL: -16.3910 | CE: 21.3213
Iter 21 | Total: 22.9469 | LL: -16.2922 | CE: 22.1823
Iter 22 | Total: 23.1103 | LL: -16.2059 | CE: 23.0145
Iter 23 | Total: 23.2745 | LL: -16.1305 | CE: 23.8134
Iter 24 | Total: 23.4376 | LL: -16.0645 | CE: 24.5769
Iter 25 | Total: 23.5982 | LL: -16.0068 | CE: 25.3045
Iter 26 | Total: 23.7555 | LL: -15.9563 | CE: 25.9972
Iter 27 | Total: 23.9090 | LL: -15.9120 | CE: 26.6566
Iter 28 | Total: 24.0586 | LL: -15.8732 | CE: 27.2847
Iter 29 | Total: 24.2042 | LL: -15.8391 | CE: 27.8836
Iter 0 | Total: 35.7651 | LL: -32.6331 | CE: 10.4400
Iter 1 | Total: 31.8220 | LL: -28.7065 | CE: 10.3853
Iter 2 | Total: 29.2762 | LL: -26.1932 | CE: 10.2768
Iter 3 | Total: 27.4618 | LL: -24.3959 | CE: 10.2197
Iter 4 | Total: 26.0708 | LL: -22.9966 | CE: 10.2474
Iter 5 | Total: 24.9615 | LL: -21.8500 | CE: 10.3716
Iter 6 | Total: 24.0689 | LL: -20.8908 | CE: 10.5937
Iter 7 | Total: 23.3569 | LL: -20.0840 | CE: 10.9099
Iter 8 | Total: 22.7942 | LL: -19.4004 | CE: 11.3128
Iter 9 | Total: 22.3511 | LL: -18.8132 | CE: 11.7933
Iter 10 | Total: 22.0044 | LL: -18.3020 | CE: 12.3414
Iter 11 | Total: 21.7386 | LL: -17.8543 | CE: 12.9476
Iter 12 | Total: 21.5433 | LL: -17.4623 | CE: 13.6034
Iter 13 | Total: 21.4110 | LL: -17.1206 | CE: 14.3013
Iter 14 | Total: 21.3349 | LL: -16.8243 | CE: 15.0352
Iter 15 | Total: 21.3082 | LL: -16.5685 | CE: 15.7992
Iter 16 | Total: 21.3242 | LL: -16.3481 | CE: 16.5873
Iter 17 | Total: 21.3760 | LL: -16.1582 | CE: 17.3924
Iter 18 | Total: 21.4563 | LL: -15.9946 | CE: 18.2056
Iter 19 | Total: 21.5583 | LL: -15.8531 | CE: 19.0172
Iter 20 | Total: 21.6757 | LL: -15.7303 | CE: 19.8181
Iter 21 | Total: 21.8037 | LL: -15.6232 | CE: 20.6016
Iter 22 | Total: 21.9383 | LL: -15.5294 | CE: 21.3630
Iter 23 | Total: 22.0767 | LL: -15.4470 | CE: 22.0989
Iter 24 | Total: 22.2166 | LL: -15.3744 | CE: 22.8073
Iter 25 | Total: 22.3566 | LL: -15.3104 | CE: 23.4873
Iter 26 | Total: 22.4956 | LL: -15.2539 | CE: 24.1391
Iter 27 | Total: 22.6328 | LL: -15.2039 | CE: 24.7632
Iter 28 | Total: 22.7678 | LL: -15.1596 | CE: 25.3606
Iter 29 | Total: 22.9002 | LL: -15.1204 | CE: 25.9327
Iter 0 | Total: 39.1297 | LL: -36.0213 | CE: 10.3612
Iter 1 | Total: 33.8945 | LL: -30.8146 | CE: 10.2664
Iter 2 | Total: 30.6727 | LL: -27.6454 | CE: 10.0909
Iter 3 | Total: 28.5049 | LL: -25.5226 | CE: 9.9410
Iter 4 | Total: 26.9281 | LL: -23.9721 | CE: 9.8534
Iter 5 | Total: 25.7108 | LL: -22.7578 | CE: 9.8434
Iter 6 | Total: 24.7337 | LL: -21.7597 | CE: 9.9135
Iter 7 | Total: 23.9359 | LL: -20.9178 | CE: 10.0603
Iter 8 | Total: 23.2816 | LL: -20.1982 | CE: 10.2779
Iter 9 | Total: 22.7433 | LL: -19.5753 | CE: 10.5600
Iter 10 | Total: 22.2991 | LL: -19.0291 | CE: 10.9000
Iter 11 | Total: 21.9342 | LL: -18.5465 | CE: 11.2921
Iter 12 | Total: 21.6392 | LL: -18.1199 | CE: 11.7309
Iter 13 | Total: 21.4078 | LL: -17.7442 | CE: 12.2117
Iter 14 | Total: 21.2346 | LL: -17.4154 | CE: 12.7305
Iter 15 | Total: 21.1144 | LL: -17.1293 | CE: 13.2835
Iter 16 | Total: 21.0415 | LL: -16.8815 | CE: 13.8669
Iter 17 | Total: 21.0099 | LL: -16.6670 | CE: 14.4762
Iter 18 | Total: 21.0133 | LL: -16.4814 | CE: 15.1064
Iter 19 | Total: 21.0458 | LL: -16.3203 | CE: 15.7517
Iter 20 | Total: 21.1020 | LL: -16.1800 | CE: 16.4066
Iter 21 | Total: 21.1773 | LL: -16.0574 | CE: 17.0664
Iter 22 | Total: 21.2680 | LL: -15.9499 | CE: 17.7270
Iter 23 | Total: 21.3708 | LL: -15.8553 | CE: 18.3848
Iter 24 | Total: 21.4830 | LL: -15.7719 | CE: 19.0371
Iter 25 | Total: 21.6025 | LL: -15.6981 | CE: 19.6813
Iter 26 | Total: 21.7273 | LL: -15.6327 | CE: 20.3154
Iter 27 | Total: 21.8558 | LL: -15.5746 | CE: 20.9373
Iter 28 | Total: 21.9866 | LL: -15.5231 | CE: 21.5452
Iter 29 | Total: 22.1184 | LL: -15.4772 | CE: 22.1375
Iter 0 | Total: 35.0349 | LL: -31.8877 | CE: 10.4906
Iter 1 | Total: 31.4017 | LL: -28.2728 | CE: 10.4297
Iter 2 | Total: 29.0691 | LL: -25.9747 | CE: 10.3144
Iter 3 | Total: 27.3686 | LL: -24.2957 | CE: 10.2430
Iter 4 | Total: 26.0331 | LL: -22.9597 | CE: 10.2449
Iter 5 | Total: 24.9568 | LL: -21.8571 | CE: 10.3322
Iter 6 | Total: 24.0929 | LL: -20.9402 | CE: 10.5089
Iter 7 | Total: 23.4085 | LL: -20.1764 | CE: 10.7734
Iter 8 | Total: 22.8682 | LL: -19.5321 | CE: 11.1203
Iter 9 | Total: 22.4372 | LL: -18.9747 | CE: 11.5417
Iter 10 | Total: 22.0895 | LL: -18.4808 | CE: 12.0288
Iter 11 | Total: 21.8124 | LL: -18.0405 | CE: 12.5733
Iter 12 | Total: 21.6018 | LL: -17.6514 | CE: 13.1677
Iter 13 | Total: 21.4537 | LL: -17.3119 | CE: 13.8058
Iter 14 | Total: 21.3630 | LL: -17.0182 | CE: 14.4824
Iter 15 | Total: 21.3233 | LL: -16.7655 | CE: 15.1926
Iter 16 | Total: 21.3284 | LL: -16.5488 | CE: 15.9318
Iter 17 | Total: 21.3713 | LL: -16.3630 | CE: 16.6941
Iter 18 | Total: 21.4452 | LL: -16.2035 | CE: 17.4722
Iter 19 | Total: 21.5433 | LL: -16.0659 | CE: 18.2577
Iter 20 | Total: 21.6596 | LL: -15.9469 | CE: 19.0422
Iter 21 | Total: 21.7891 | LL: -15.8435 | CE: 19.8188
Iter 22 | Total: 21.9279 | LL: -15.7534 | CE: 20.5814
Iter 23 | Total: 22.0723 | LL: -15.6748 | CE: 21.3251
Iter 24 | Total: 22.2197 | LL: -15.6059 | CE: 22.0458
Iter 25 | Total: 22.3679 | LL: -15.5456 | CE: 22.7411
Iter 26 | Total: 22.5154 | LL: -15.4926 | CE: 23.4095
Iter 27 | Total: 22.6612 | LL: -15.4460 | CE: 24.0509
Iter 28 | Total: 22.8046 | LL: -15.4050 | CE: 24.6655
Iter 29 | Total: 22.9451 | LL: -15.3688 | CE: 25.2543
Iter 0 | Total: 40.1472 | LL: -37.0281 | CE: 10.3971
Iter 1 | Total: 34.6917 | LL: -31.5920 | CE: 10.3322
Iter 2 | Total: 31.5199 | LL: -28.4594 | CE: 10.2016
Iter 3 | Total: 29.3779 | LL: -26.3530 | CE: 10.0828
Iter 4 | Total: 27.7702 | LL: -24.7701 | CE: 10.0002
Iter 5 | Total: 26.4882 | LL: -23.4982 | CE: 9.9669
Iter 6 | Total: 25.4397 | LL: -22.4423 | CE: 9.9914
Iter 7 | Total: 24.5763 | LL: -21.5523 | CE: 10.0797
Iter 8 | Total: 23.8607 | LL: -20.7904 | CE: 10.2344
Iter 9 | Total: 23.2634 | LL: -20.1271 | CE: 10.4542
Iter 10 | Total: 22.7704 | LL: -19.5500 | CE: 10.7348
Iter 11 | Total: 22.3769 | LL: -19.0560 | CE: 11.0695
Iter 12 | Total: 22.0734 | LL: -18.6380 | CE: 11.4515
Iter 13 | Total: 21.8456 | LL: -18.2834 | CE: 11.8741
Iter 14 | Total: 21.6801 | LL: -17.9807 | CE: 12.3315
Iter 15 | Total: 21.5664 | LL: -17.7208 | CE: 12.8187
Iter 16 | Total: 21.4959 | LL: -17.4965 | CE: 13.3313
Iter 17 | Total: 21.4614 | LL: -17.3019 | CE: 13.8650
Iter 18 | Total: 21.4565 | LL: -17.1318 | CE: 14.4155
Iter 19 | Total: 21.4759 | LL: -16.9825 | CE: 14.9783
Iter 20 | Total: 21.5152 | LL: -16.8506 | CE: 15.5485
Iter 21 | Total: 21.5704 | LL: -16.7339 | CE: 16.1217
Iter 22 | Total: 21.6381 | LL: -16.6301 | CE: 16.6933
Iter 23 | Total: 21.7154 | LL: -16.5376 | CE: 17.2593
Iter 24 | Total: 21.8000 | LL: -16.4550 | CE: 17.8166
Iter 25 | Total: 21.8901 | LL: -16.3812 | CE: 18.3630
Iter 26 | Total: 21.9842 | LL: -16.3151 | CE: 18.8971
Iter 27 | Total: 22.0814 | LL: -16.2559 | CE: 19.4183
Iter 28 | Total: 22.1807 | LL: -16.2027 | CE: 19.9267
Iter 29 | Total: 22.2818 | LL: -16.1550 | CE: 20.4226
Iter 0 | Total: 35.1212 | LL: -31.9800 | CE: 10.4708
Iter 1 | Total: 31.4663 | LL: -28.3542 | CE: 10.3735
Iter 2 | Total: 28.9963 | LL: -25.9417 | CE: 10.1818
Iter 3 | Total: 27.2507 | LL: -24.2400 | CE: 10.0356
Iter 4 | Total: 25.9474 | LL: -22.9540 | CE: 9.9783
Iter 5 | Total: 24.9361 | LL: -21.9311 | CE: 10.0167
Iter 6 | Total: 24.1344 | LL: -21.0903 | CE: 10.1470
Iter 7 | Total: 23.4903 | LL: -20.3818 | CE: 10.3619
Iter 8 | Total: 22.9648 | LL: -19.7689 | CE: 10.6530
Iter 9 | Total: 22.5276 | LL: -19.2241 | CE: 11.0116
Iter 10 | Total: 22.1612 | LL: -18.7321 | CE: 11.4305
Iter 11 | Total: 21.8618 | LL: -18.2908 | CE: 11.9032
Iter 12 | Total: 21.6294 | LL: -17.9021 | CE: 12.4243
Iter 13 | Total: 21.4608 | LL: -17.5640 | CE: 12.9893
Iter 14 | Total: 21.3501 | LL: -17.2719 | CE: 13.5939
Iter 15 | Total: 21.2911 | LL: -17.0210 | CE: 14.2337
Iter 16 | Total: 21.2783 | LL: -16.8071 | CE: 14.9039
Iter 17 | Total: 21.3053 | LL: -16.6258 | CE: 15.5984
Iter 18 | Total: 21.3650 | LL: -16.4722 | CE: 16.3094
Iter 19 | Total: 21.4500 | LL: -16.3416 | CE: 17.0281
Iter 20 | Total: 21.5541 | LL: -16.2300 | CE: 17.7467
Iter 21 | Total: 21.6721 | LL: -16.1343 | CE: 18.4596
Iter 22 | Total: 21.8007 | LL: -16.0516 | CE: 19.1636
Iter 23 | Total: 21.9369 | LL: -15.9799 | CE: 19.8564
Iter 24 | Total: 22.0786 | LL: -15.9176 | CE: 20.5368
Iter 25 | Total: 22.2242 | LL: -15.8632 | CE: 21.2035
Iter 26 | Total: 22.3721 | LL: -15.8155 | CE: 21.8554
Iter 27 | Total: 22.5210 | LL: -15.7736 | CE: 22.4914
Iter 28 | Total: 22.6699 | LL: -15.7367 | CE: 23.1107
Iter 29 | Total: 22.8180 | LL: -15.7042 | CE: 23.7127
Iter 0 | Total: 35.8943 | LL: -32.7355 | CE: 10.5293
Iter 1 | Total: 31.8605 | LL: -28.7308 | CE: 10.4326
Iter 2 | Total: 29.1836 | LL: -26.1120 | CE: 10.2388
Iter 3 | Total: 27.3004 | LL: -24.2785 | CE: 10.0730
Iter 4 | Total: 25.9064 | LL: -22.9124 | CE: 9.9799
Iter 5 | Total: 24.8310 | LL: -21.8385 | CE: 9.9751
Iter 6 | Total: 23.9793 | LL: -20.9617 | CE: 10.0586
Iter 7 | Total: 23.2958 | LL: -20.2286 | CE: 10.2240
Iter 8 | Total: 22.7422 | LL: -19.6032 | CE: 10.4632
Iter 9 | Total: 22.2889 | LL: -19.0585 | CE: 10.7680
Iter 10 | Total: 21.9142 | LL: -18.5749 | CE: 11.1309
Iter 11 | Total: 21.6049 | LL: -18.1413 | CE: 11.5453
Iter 12 | Total: 21.3548 | LL: -17.7532 | CE: 12.0053
Iter 13 | Total: 21.1611 | LL: -17.4093 | CE: 12.5060
Iter 14 | Total: 21.0221 | LL: -17.1092 | CE: 13.0431
Iter 15 | Total: 20.9345 | LL: -16.8506 | CE: 13.6131
Iter 16 | Total: 20.8927 | LL: -16.6290 | CE: 14.2124
Iter 17 | Total: 20.8899 | LL: -16.4388 | CE: 14.8369
Iter 18 | Total: 20.9193 | LL: -16.2749 | CE: 15.4815
Iter 19 | Total: 20.9749 | LL: -16.1329 | CE: 16.1403
Iter 20 | Total: 21.0515 | LL: -16.0092 | CE: 16.8074
Iter 21 | Total: 21.1446 | LL: -15.9012 | CE: 17.4778
Iter 22 | Total: 21.2508 | LL: -15.8067 | CE: 18.1469
Iter 23 | Total: 21.3671 | LL: -15.7238 | CE: 18.8109
Iter 24 | Total: 21.4910 | LL: -15.6510 | CE: 19.4666
Iter 25 | Total: 21.6206 | LL: -15.5871 | CE: 20.1116
Iter 26 | Total: 21.7542 | LL: -15.5309 | CE: 20.7442
Iter 27 | Total: 21.8905 | LL: -15.4815 | CE: 21.3634
Iter 28 | Total: 22.0285 | LL: -15.4379 | CE: 21.9686
Iter 29 | Total: 22.1673 | LL: -15.3995 | CE: 22.5592
Iter 0 | Total: 35.9504 | LL: -32.8108 | CE: 10.4654
Iter 1 | Total: 31.9412 | LL: -28.8282 | CE: 10.3767
Iter 2 | Total: 29.3387 | LL: -26.2729 | CE: 10.2193
Iter 3 | Total: 27.4664 | LL: -24.4348 | CE: 10.1055
Iter 4 | Total: 26.0258 | LL: -23.0070 | CE: 10.0628
Iter 5 | Total: 24.8885 | LL: -21.8573 | CE: 10.1039
Iter 6 | Total: 23.9856 | LL: -20.9158 | CE: 10.2324
Iter 7 | Total: 23.2638 | LL: -20.1305 | CE: 10.4444
Iter 8 | Total: 22.6742 | LL: -19.4546 | CE: 10.7319
Iter 9 | Total: 22.1776 | LL: -18.8516 | CE: 11.0865
Iter 10 | Total: 21.7527 | LL: -18.3026 | CE: 11.5003
Iter 11 | Total: 21.3969 | LL: -17.8071 | CE: 11.9661
Iter 12 | Total: 21.1151 | LL: -17.3717 | CE: 12.4779
Iter 13 | Total: 20.9077 | LL: -16.9986 | CE: 13.0303
Iter 14 | Total: 20.7689 | LL: -16.6832 | CE: 13.6188
Iter 15 | Total: 20.6901 | LL: -16.4183 | CE: 14.2391
Iter 16 | Total: 20.6625 | LL: -16.1964 | CE: 14.8867
Iter 17 | Total: 20.6772 | LL: -16.0101 | CE: 15.5570
Iter 18 | Total: 20.7259 | LL: -15.8527 | CE: 16.2442
Iter 19 | Total: 20.8009 | LL: -15.7184 | CE: 16.9416
Iter 20 | Total: 20.8956 | LL: -15.6027 | CE: 17.6430
Iter 21 | Total: 21.0052 | LL: -15.5023 | CE: 18.3429
Iter 22 | Total: 21.1255 | LL: -15.4146 | CE: 19.0365
Iter 23 | Total: 21.2535 | LL: -15.3375 | CE: 19.7200
Iter 24 | Total: 21.3865 | LL: -15.2695 | CE: 20.3899
Iter 25 | Total: 21.5228 | LL: -15.2095 | CE: 21.0442
Iter 26 | Total: 21.6609 | LL: -15.1565 | CE: 21.6814
Iter 27 | Total: 21.7999 | LL: -15.1095 | CE: 22.3012
Iter 28 | Total: 21.9390 | LL: -15.0679 | CE: 22.9036
