/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/dask/dataframe/__init__.py:31: FutureWarning: The legacy Dask DataFrame implementation is deprecated and will be removed in a future version. Set the configuration option `dataframe.query-planning` to `True` or None to enable the new Dask Dataframe implementation and silence this warning.
  warnings.warn(
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/xarray_schema/__init__.py:1: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import DistributionNotFound, get_distribution
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/anndata/utils.py:434: FutureWarning: Importing read_text from `anndata` is deprecated. Import anndata.io.read_text instead.
  warnings.warn(msg, FutureWarning)
Running Unseeded (Random)
/hpc/group/yizhanglab/vk93/micromamba-envs/envs/codex-sthd/lib/python3.10/site-packages/anndata/_core/aligned_df.py:68: ImplicitModificationWarning: Transforming to str index.
  warnings.warn("Transforming to str index.", ImplicitModificationWarning)
Building cKDTree for instant spatial querying...
Calculating rigid partitions...
Extracting 64 patches with halo...
  0%|          | 0/64 [00:00<?, ?it/s]  2%|▏         | 1/64 [00:00<00:17,  3.62it/s]  3%|▎         | 2/64 [00:00<00:17,  3.62it/s]  5%|▍         | 3/64 [00:00<00:17,  3.56it/s]  6%|▋         | 4/64 [00:01<00:16,  3.60it/s]  8%|▊         | 5/64 [00:01<00:17,  3.43it/s]  9%|▉         | 6/64 [00:01<00:16,  3.50it/s] 11%|█         | 7/64 [00:02<00:16,  3.39it/s] 12%|█▎        | 8/64 [00:02<00:16,  3.46it/s] 14%|█▍        | 9/64 [00:02<00:15,  3.52it/s] 16%|█▌        | 10/64 [00:02<00:15,  3.56it/s] 17%|█▋        | 11/64 [00:03<00:15,  3.50it/s] 19%|█▉        | 12/64 [00:03<00:14,  3.48it/s] 20%|██        | 13/64 [00:03<00:15,  3.35it/s] 22%|██▏       | 14/64 [00:04<00:14,  3.44it/s] 23%|██▎       | 15/64 [00:04<00:14,  3.37it/s] 25%|██▌       | 16/64 [00:04<00:14,  3.41it/s] 27%|██▋       | 17/64 [00:04<00:13,  3.51it/s] 28%|██▊       | 18/64 [00:05<00:13,  3.53it/s] 30%|██▉       | 19/64 [00:05<00:12,  3.50it/s] 31%|███▏      | 20/64 [00:05<00:12,  3.41it/s] 33%|███▎      | 21/64 [00:06<00:12,  3.43it/s] 34%|███▍      | 22/64 [00:06<00:12,  3.42it/s] 36%|███▌      | 23/64 [00:06<00:12,  3.42it/s] 38%|███▊      | 24/64 [00:06<00:11,  3.35it/s] 39%|███▉      | 25/64 [00:07<00:11,  3.33it/s] 41%|████      | 26/64 [00:07<00:11,  3.30it/s] 42%|████▏     | 27/64 [00:07<00:11,  3.28it/s] 44%|████▍     | 28/64 [00:08<00:10,  3.30it/s] 45%|████▌     | 29/64 [00:08<00:10,  3.28it/s] 47%|████▋     | 30/64 [00:08<00:10,  3.29it/s] 48%|████▊     | 31/64 [00:09<00:09,  3.31it/s] 50%|█████     | 32/64 [00:09<00:09,  3.36it/s] 52%|█████▏    | 33/64 [00:09<00:09,  3.39it/s] 53%|█████▎    | 34/64 [00:10<00:10,  2.84it/s] 55%|█████▍    | 35/64 [00:10<00:10,  2.83it/s] 56%|█████▋    | 36/64 [00:10<00:09,  3.04it/s] 58%|█████▊    | 37/64 [00:11<00:08,  3.16it/s] 59%|█████▉    | 38/64 [00:11<00:08,  3.23it/s] 61%|██████    | 39/64 [00:11<00:08,  2.83it/s] 62%|██████▎   | 40/64 [00:12<00:08,  2.98it/s] 64%|██████▍   | 41/64 [00:12<00:07,  3.11it/s] 66%|██████▌   | 42/64 [00:12<00:07,  3.05it/s] 67%|██████▋   | 43/64 [00:13<00:06,  3.07it/s] 69%|██████▉   | 44/64 [00:13<00:06,  3.23it/s] 70%|███████   | 45/64 [00:13<00:05,  3.28it/s] 72%|███████▏  | 46/64 [00:13<00:05,  3.35it/s] 73%|███████▎  | 47/64 [00:14<00:05,  3.28it/s] 75%|███████▌  | 48/64 [00:14<00:04,  3.33it/s] 77%|███████▋  | 49/64 [00:14<00:04,  3.35it/s] 78%|███████▊  | 50/64 [00:15<00:04,  3.24it/s] 80%|███████▉  | 51/64 [00:15<00:03,  3.30it/s] 81%|████████▏ | 52/64 [00:15<00:03,  3.36it/s] 83%|████████▎ | 53/64 [00:15<00:03,  3.45it/s] 84%|████████▍ | 54/64 [00:16<00:02,  3.35it/s] 86%|████████▌ | 55/64 [00:16<00:02,  3.39it/s] 88%|████████▊ | 56/64 [00:16<00:02,  3.38it/s] 89%|████████▉ | 57/64 [00:17<00:02,  3.13it/s] 91%|█████████ | 58/64 [00:18<00:02,  2.24it/s] 92%|█████████▏| 59/64 [00:18<00:02,  2.42it/s] 94%|█████████▍| 60/64 [00:18<00:01,  2.65it/s] 95%|█████████▌| 61/64 [00:18<00:01,  2.85it/s] 97%|█████████▋| 62/64 [00:19<00:00,  2.85it/s] 98%|█████████▊| 63/64 [00:19<00:00,  2.96it/s]100%|██████████| 64/64 [00:19<00:00,  3.05it/s]100%|██████████| 64/64 [00:19<00:00,  3.22it/s]
Iter 0 | Total: 119.7182 | LL: -118.0480 | CE: 5.5673
Iter 28 | Total: 21.1478 | LL: -19.4867 | CE: 5.5369
Iter 29 | Total: 21.0996 | LL: -19.3898 | CE: 5.6996
Iter 0 | Total: 283.4866 | LL: -281.8635 | CE: 5.4103
Iter 1 | Total: 150.1784 | LL: -148.5737 | CE: 5.3491
Iter 2 | Total: 94.8997 | LL: -93.3200 | CE: 5.2657
Iter 3 | Total: 67.6734 | LL: -66.1237 | CE: 5.1656
Iter 4 | Total: 52.5235 | LL: -51.0129 | CE: 5.0356
Iter 5 | Total: 43.9222 | LL: -42.4517 | CE: 4.9018
Iter 6 | Total: 39.0163 | LL: -37.5799 | CE: 4.7879
Iter 7 | Total: 36.1385 | LL: -34.7283 | CE: 4.7006
Iter 8 | Total: 34.3464 | LL: -32.9556 | CE: 4.6358
Iter 9 | Total: 33.1298 | LL: -31.7537 | CE: 4.5868
Iter 10 | Total: 32.2201 | LL: -30.8557 | CE: 4.5478
Iter 11 | Total: 31.4777 | LL: -30.1233 | CE: 4.5147
Iter 12 | Total: 30.8305 | LL: -29.4850 | CE: 4.4850
Iter 13 | Total: 30.2413 | LL: -28.9040 | CE: 4.4576
Iter 14 | Total: 29.6910 | LL: -28.3615 | CE: 4.4318
Iter 15 | Total: 29.1700 | LL: -27.8477 | CE: 4.4075
Iter 16 | Total: 28.6734 | LL: -27.3580 | CE: 4.3847
Iter 17 | Total: 28.1991 | LL: -26.8900 | CE: 4.3635
Iter 18 | Total: 27.7459 | LL: -26.4427 | CE: 4.3441
Iter 19 | Total: 27.3137 | LL: -26.0157 | CE: 4.3265
Iter 20 | Total: 26.9021 | LL: -25.6088 | CE: 4.3108
Iter 21 | Total: 26.5110 | LL: -25.2218 | CE: 4.2971
Iter 22 | Total: 26.1400 | LL: -24.8544 | CE: 4.2853
Iter 23 | Total: 25.7887 | LL: -24.5061 | CE: 4.2755
Iter 24 | Total: 25.4565 | LL: -24.1763 | CE: 4.2676
Iter 25 | Total: 25.1427 | LL: -23.8642 | CE: 4.2615
Iter 26 | Total: 24.8463 | LL: -23.5691 | CE: 4.2573
Iter 27 | Total: 24.5667 | LL: -23.2902 | CE: 4.2550
Iter 28 | Total: 24.3030 | LL: -23.0266 | CE: 4.2545
Iter 29 | Total: 24.0543 | LL: -22.7776 | CE: 4.2560
Iter 0 | Total: 106.2750 | LL: -104.6337 | CE: 5.4711
Iter 1 | Total: 66.1294 | LL: -64.5404 | CE: 5.2966
Iter 2 | Total: 46.5810 | LL: -45.0709 | CE: 5.0336
Iter 3 | Total: 37.9364 | LL: -36.4823 | CE: 4.8469
Iter 4 | Total: 33.8582 | LL: -32.4390 | CE: 4.7307
Iter 5 | Total: 31.6101 | LL: -30.2152 | CE: 4.6497
Iter 6 | Total: 30.1266 | LL: -28.7524 | CE: 4.5806
Iter 7 | Total: 28.9908 | LL: -27.6368 | CE: 4.5131
Iter 8 | Total: 28.0337 | LL: -26.7003 | CE: 4.4446
Iter 9 | Total: 27.1857 | LL: -25.8730 | CE: 4.3756
Iter 10 | Total: 26.4190 | LL: -25.1268 | CE: 4.3074
Iter 11 | Total: 25.7243 | LL: -24.4519 | CE: 4.2414
Iter 12 | Total: 25.0994 | LL: -23.8458 | CE: 4.1788
Iter 13 | Total: 24.5422 | LL: -23.3061 | CE: 4.1203
Iter 14 | Total: 24.0487 | LL: -22.8287 | CE: 4.0664
Iter 15 | Total: 23.6129 | LL: -22.4077 | CE: 4.0174
Iter 16 | Total: 23.2278 | LL: -22.0358 | CE: 3.9733
Iter 17 | Total: 22.8865 | LL: -21.7063 | CE: 3.9341
Iter 18 | Total: 22.5826 | LL: -21.4127 | CE: 3.8997
Iter 19 | Total: 22.3107 | LL: -21.1497 | CE: 3.8698
Iter 20 | Total: 22.0662 | LL: -20.9128 | CE: 3.8446
Iter 21 | Total: 21.8456 | LL: -20.6984 | CE: 3.8239
Iter 22 | Total: 21.6461 | LL: -20.5038 | CE: 3.8079
Iter 23 | Total: 21.4656 | LL: -20.3266 | CE: 3.7967
Iter 24 | Total: 21.3023 | LL: -20.1651 | CE: 3.7906
Iter 25 | Total: 21.1550 | LL: -20.0180 | CE: 3.7900
Iter 26 | Total: 21.0225 | LL: -19.8839 | CE: 3.7952
Iter 27 | Total: 20.9040 | LL: -19.7620 | CE: 3.8066
Iter 28 | Total: 20.7987 | LL: -19.6513 | CE: 3.8246
Iter 29 | Total: 20.7059 | LL: -19.5510 | CE: 3.8496
Iter 0 | Total: 81.9290 | LL: -80.2852 | CE: 5.4793
Iter 1 | Total: 54.8696 | LL: -53.2722 | CE: 5.3249
Iter 2 | Total: 41.5173 | LL: -39.9953 | CE: 5.0731
Iter 3 | Total: 35.1661 | LL: -33.7028 | CE: 4.8775
Iter 4 | Total: 31.8665 | LL: -30.4457 | CE: 4.7361
Iter 5 | Total: 29.9397 | LL: -28.5516 | CE: 4.6272
Iter 6 | Total: 28.6653 | LL: -27.3030 | CE: 4.5412
Iter 7 | Total: 27.7068 | LL: -26.3646 | CE: 4.4741
Iter 8 | Total: 26.9003 | LL: -25.5733 | CE: 4.4234
Iter 9 | Total: 26.1693 | LL: -24.8533 | CE: 4.3867
Iter 10 | Total: 25.4848 | LL: -24.1762 | CE: 4.3622
Iter 11 | Total: 24.8429 | LL: -23.5382 | CE: 4.3489
Iter 12 | Total: 24.2494 | LL: -22.9453 | CE: 4.3471
Iter 13 | Total: 23.7115 | LL: -22.4043 | CE: 4.3574
Iter 14 | Total: 23.2332 | LL: -21.9189 | CE: 4.3811
Iter 15 | Total: 22.8151 | LL: -21.4893 | CE: 4.4192
Iter 16 | Total: 22.4548 | LL: -21.1128 | CE: 4.4732
Iter 17 | Total: 22.1483 | LL: -20.7852 | CE: 4.5439
Iter 18 | Total: 21.8910 | LL: -20.5014 | CE: 4.6322
Iter 19 | Total: 21.6779 | LL: -20.2563 | CE: 4.7385
Iter 20 | Total: 21.5041 | LL: -20.0452 | CE: 4.8632
Iter 21 | Total: 21.3653 | LL: -19.8635 | CE: 5.0061
Iter 22 | Total: 21.2572 | LL: -19.7071 | CE: 5.1671
Iter 23 | Total: 21.1763 | LL: -19.5726 | CE: 5.3458
Iter 24 | Total: 21.1193 | LL: -19.4569 | CE: 5.5415
Iter 25 | Total: 21.0834 | LL: -19.3572 | CE: 5.7538
Iter 26 | Total: 21.0659 | LL: -19.2714 | CE: 5.9819
Iter 27 | Total: 21.0648 | LL: -19.1973 | CE: 6.2250
Iter 28 | Total: 21.0780 | LL: -19.1333 | CE: 6.4822
Iter 29 | Total: 21.1039 | LL: -19.0781 | CE: 6.7526
Iter 0 | Total: 248.6366 | LL: -247.0001 | CE: 5.4551
Iter 1 | Total: 134.0734 | LL: -132.4554 | CE: 5.3934
Iter 2 | Total: 85.8621 | LL: -84.2701 | CE: 5.3066
Iter 3 | Total: 61.6510 | LL: -60.0927 | CE: 5.1945
Iter 4 | Total: 48.3087 | LL: -46.7925 | CE: 5.0542
Iter 5 | Total: 40.8926 | LL: -39.4172 | CE: 4.9182
Iter 6 | Total: 36.7316 | LL: -35.2894 | CE: 4.8075
Iter 7 | Total: 34.3013 | LL: -32.8839 | CE: 4.7248
Iter 8 | Total: 32.7715 | LL: -31.3723 | CE: 4.6640
Iter 9 | Total: 31.7076 | LL: -30.3222 | CE: 4.6179
Iter 10 | Total: 30.8871 | LL: -29.5130 | CE: 4.5804
Iter 11 | Total: 30.1976 | LL: -28.8332 | CE: 4.5478
Iter 12 | Total: 29.5821 | LL: -28.2267 | CE: 4.5180
Iter 13 | Total: 29.0120 | LL: -27.6651 | CE: 4.4899
Iter 14 | Total: 28.4732 | LL: -27.1342 | CE: 4.4632
Iter 15 | Total: 27.9590 | LL: -26.6276 | CE: 4.4379
Iter 16 | Total: 27.4669 | LL: -26.1427 | CE: 4.4143
Iter 17 | Total: 26.9966 | LL: -25.6788 | CE: 4.3926
Iter 18 | Total: 26.5485 | LL: -25.2365 | CE: 4.3733
Iter 19 | Total: 26.1231 | LL: -24.8161 | CE: 4.3566
Iter 20 | Total: 25.7209 | LL: -24.4181 | CE: 4.3427
Iter 21 | Total: 25.3423 | LL: -24.0427 | CE: 4.3319
Iter 22 | Total: 24.9871 | LL: -23.6898 | CE: 4.3243
Iter 23 | Total: 24.6549 | LL: -23.3589 | CE: 4.3201
Iter 24 | Total: 24.3452 | LL: -23.0493 | CE: 4.3194
Iter 25 | Total: 24.0571 | LL: -22.7603 | CE: 4.3224
Iter 26 | Total: 23.7897 | LL: -22.4910 | CE: 4.3291
Iter 27 | Total: 23.5420 | LL: -22.2401 | CE: 4.3396
Iter 28 | Total: 23.3130 | LL: -22.0068 | CE: 4.3539
Iter 29 | Total: 23.1016 | LL: -21.7900 | CE: 4.3720
Iter 0 | Total: 169.3554 | LL: -167.7312 | CE: 5.4139
Iter 1 | Total: 103.3928 | LL: -101.7827 | CE: 5.3670
Iter 2 | Total: 68.7351 | LL: -67.1743 | CE: 5.2027
Iter 3 | Total: 51.0884 | LL: -49.5911 | CE: 4.9908
Iter 4 | Total: 42.4473 | LL: -41.0012 | CE: 4.8206
Iter 5 | Total: 38.0022 | LL: -36.5917 | CE: 4.7016
Iter 6 | Total: 35.4394 | LL: -34.0546 | CE: 4.6161
Iter 7 | Total: 33.7428 | LL: -32.3783 | CE: 4.5482
Iter 8 | Total: 32.4708 | LL: -31.1242 | CE: 4.4887
Iter 9 | Total: 31.4250 | LL: -30.0949 | CE: 4.4337
Iter 10 | Total: 30.5110 | LL: -29.1965 | CE: 4.3819
Iter 11 | Total: 29.6823 | LL: -28.3823 | CE: 4.3331
Iter 12 | Total: 28.9156 | LL: -27.6294 | CE: 4.2873
Iter 13 | Total: 28.2003 | LL: -26.9270 | CE: 4.2445
Iter 14 | Total: 27.5322 | LL: -26.2708 | CE: 4.2047
Iter 15 | Total: 26.9102 | LL: -25.6599 | CE: 4.1678
Iter 16 | Total: 26.3340 | LL: -25.0938 | CE: 4.1339
Iter 17 | Total: 25.8034 | LL: -24.5725 | CE: 4.1031
Iter 18 | Total: 25.3174 | LL: -24.0947 | CE: 4.0757
Iter 19 | Total: 24.8745 | LL: -23.6589 | CE: 4.0520
Iter 20 | Total: 24.4723 | LL: -23.2626 | CE: 4.0322
Iter 21 | Total: 24.1082 | LL: -22.9032 | CE: 4.0169
Iter 22 | Total: 23.7794 | LL: -22.5775 | CE: 4.0062
Iter 23 | Total: 23.4828 | LL: -22.2826 | CE: 4.0004
Iter 24 | Total: 23.2156 | LL: -22.0156 | CE: 3.9998
Iter 25 | Total: 22.9750 | LL: -21.7736 | CE: 4.0047
Iter 26 | Total: 22.7586 | LL: -21.5541 | CE: 4.0150
Iter 27 | Total: 22.5640 | LL: -21.3547 | CE: 4.0310
Iter 28 | Total: 22.3893 | LL: -21.1735 | CE: 4.0527
Iter 29 | Total: 22.2324 | LL: -21.0084 | CE: 4.0801
Iter 0 | Total: 84.4464 | LL: -82.8019 | CE: 5.4815
Iter 1 | Total: 56.4470 | LL: -54.8547 | CE: 5.3078
Iter 2 | Total: 42.5262 | LL: -41.0127 | CE: 5.0449
Iter 3 | Total: 35.8332 | LL: -34.3799 | CE: 4.8445
Iter 4 | Total: 32.3288 | LL: -30.9202 | CE: 4.6953
Iter 5 | Total: 30.2979 | LL: -28.9241 | CE: 4.5796
Iter 6 | Total: 28.9655 | LL: -27.6185 | CE: 4.4900
Iter 7 | Total: 27.9598 | LL: -26.6333 | CE: 4.4217
Iter 8 | Total: 27.1057 | LL: -25.7947 | CE: 4.3699
Iter 9 | Total: 26.3302 | LL: -25.0310 | CE: 4.3307
Iter 10 | Total: 25.6130 | LL: -24.3225 | CE: 4.3016
Iter 11 | Total: 24.9555 | LL: -23.6710 | CE: 4.2819
Iter 12 | Total: 24.3638 | LL: -23.0823 | CE: 4.2717
Iter 13 | Total: 23.8413 | LL: -22.5597 | CE: 4.2718
Iter 14 | Total: 23.3870 | LL: -22.1020 | CE: 4.2834
Iter 15 | Total: 22.9969 | LL: -21.7046 | CE: 4.3075
Iter 16 | Total: 22.6650 | LL: -21.3616 | CE: 4.3448
Iter 17 | Total: 22.3847 | LL: -21.0660 | CE: 4.3959
Iter 18 | Total: 22.1495 | LL: -20.8111 | CE: 4.4612
Iter 19 | Total: 21.9532 | LL: -20.5910 | CE: 4.5407
Iter 20 | Total: 21.7907 | LL: -20.4004 | CE: 4.6345
Iter 21 | Total: 21.6575 | LL: -20.2348 | CE: 4.7426
Iter 22 | Total: 21.5499 | LL: -20.0905 | CE: 4.8647
Iter 23 | Total: 21.4647 | LL: -19.9645 | CE: 5.0006
Iter 24 | Total: 21.3993 | LL: -19.8542 | CE: 5.1501
Iter 25 | Total: 21.3514 | LL: -19.7575 | CE: 5.3129
Iter 26 | Total: 21.3192 | LL: -19.6726 | CE: 5.4885
Iter 27 | Total: 21.3010 | LL: -19.5980 | CE: 5.6767
Iter 28 | Total: 21.2955 | LL: -19.5324 | CE: 5.8769
Iter 29 | Total: 21.3013 | LL: -19.4746 | CE: 6.0888
Iter 0 | Total: 306.1885 | LL: -304.5587 | CE: 5.4327
Iter 1 | Total: 166.0320 | LL: -164.4206 | CE: 5.3713
Iter 2 | Total: 106.0631 | LL: -104.4785 | CE: 5.2822
Iter 3 | Total: 74.8481 | LL: -73.3011 | CE: 5.1566
Iter 4 | Total: 57.4111 | LL: -55.9107 | CE: 5.0015
Iter 5 | Total: 47.6576 | LL: -46.2008 | CE: 4.8561
Iter 6 | Total: 42.0693 | LL: -40.6478 | CE: 4.7383
Iter 7 | Total: 38.6751 | LL: -37.2812 | CE: 4.6464
Iter 8 | Total: 36.4469 | LL: -35.0751 | CE: 4.5728
Iter 9 | Total: 34.8651 | LL: -33.5118 | CE: 4.5111
Iter 10 | Total: 33.6645 | LL: -32.3273 | CE: 4.4573
Iter 11 | Total: 32.7040 | LL: -31.3812 | CE: 4.4094
Iter 12 | Total: 31.9036 | LL: -30.5937 | CE: 4.3664
Iter 13 | Total: 31.2145 | LL: -29.9161 | CE: 4.3279
Iter 14 | Total: 30.6050 | LL: -29.3170 | CE: 4.2933
Iter 15 | Total: 30.0536 | LL: -28.7750 | CE: 4.2621
Iter 16 | Total: 29.5457 | LL: -28.2755 | CE: 4.2337
Iter 17 | Total: 29.0709 | LL: -27.8086 | CE: 4.2078
Iter 18 | Total: 28.6224 | LL: -27.3673 | CE: 4.1837
Iter 19 | Total: 28.1957 | LL: -26.9474 | CE: 4.1611
Iter 20 | Total: 27.7881 | LL: -26.5462 | CE: 4.1397
Iter 21 | Total: 27.3979 | LL: -26.1621 | CE: 4.1194
Iter 22 | Total: 27.0244 | LL: -25.7944 | CE: 4.1001
Iter 23 | Total: 26.6673 | LL: -25.4427 | CE: 4.0817
Iter 24 | Total: 26.3264 | LL: -25.1071 | CE: 4.0645
Iter 25 | Total: 26.0018 | LL: -24.7873 | CE: 4.0484
Iter 26 | Total: 25.6935 | LL: -24.4834 | CE: 4.0338
Iter 27 | Total: 25.4015 | LL: -24.1952 | CE: 4.0207
Iter 28 | Total: 25.1254 | LL: -23.9226 | CE: 4.0095
Iter 29 | Total: 24.8652 | LL: -23.6652 | CE: 4.0003
Iter 0 | Total: 240.6436 | LL: -239.0023 | CE: 5.4711
Iter 1 | Total: 125.9849 | LL: -124.3621 | CE: 5.4093
Iter 2 | Total: 80.1478 | LL: -78.5491 | CE: 5.3291
Iter 3 | Total: 59.8596 | LL: -58.2818 | CE: 5.2594
Iter 4 | Total: 49.0258 | LL: -47.4732 | CE: 5.1755
Iter 5 | Total: 42.4630 | LL: -40.9416 | CE: 5.0715
Iter 6 | Total: 38.2689 | LL: -36.7807 | CE: 4.9607
Iter 7 | Total: 35.5148 | LL: -34.0576 | CE: 4.8572
Iter 8 | Total: 33.6493 | LL: -32.2188 | CE: 4.7681
Iter 9 | Total: 32.3284 | LL: -30.9201 | CE: 4.6944
Iter 10 | Total: 31.3401 | LL: -29.9500 | CE: 4.6336
Iter 11 | Total: 30.5562 | LL: -29.1813 | CE: 4.5829
Iter 12 | Total: 29.9006 | LL: -28.5387 | CE: 4.5396
Iter 13 | Total: 29.3283 | LL: -27.9778 | CE: 4.5017
Iter 14 | Total: 28.8128 | LL: -27.4724 | CE: 4.4680
Iter 15 | Total: 28.3385 | LL: -27.0072 | CE: 4.4377
Iter 16 | Total: 27.8962 | LL: -26.5731 | CE: 4.4103
Iter 17 | Total: 27.4803 | LL: -26.1646 | CE: 4.3856
Iter 18 | Total: 27.0875 | LL: -25.7786 | CE: 4.3632
Iter 19 | Total: 26.7158 | LL: -25.4129 | CE: 4.3429
Iter 20 | Total: 26.3639 | LL: -25.0665 | CE: 4.3246
Iter 21 | Total: 26.0308 | LL: -24.7383 | CE: 4.3082
Iter 22 | Total: 25.7156 | LL: -24.4276 | CE: 4.2934
Iter 23 | Total: 25.4177 | LL: -24.1336 | CE: 4.2802
Iter 24 | Total: 25.1362 | LL: -23.8556 | CE: 4.2684
Iter 25 | Total: 24.8703 | LL: -23.5929 | CE: 4.2580
Iter 26 | Total: 24.6193 | LL: -23.3446 | CE: 4.2489
Iter 27 | Total: 24.3823 | LL: -23.1100 | CE: 4.2410
Iter 28 | Total: 24.1586 | LL: -22.8883 | CE: 4.2344
Iter 29 | Total: 23.9475 | LL: -22.6788 | CE: 4.2291
Iter 0 | Total: 204.6345 | LL: -202.9840 | CE: 5.5018
Iter 1 | Total: 117.7132 | LL: -116.0813 | CE: 5.4396
Iter 2 | Total: 76.4961 | LL: -74.8993 | CE: 5.3229
Iter 3 | Total: 54.9997 | LL: -53.4533 | CE: 5.1544
Iter 4 | Total: 43.8503 | LL: -42.3541 | CE: 4.9873
Iter 5 | Total: 38.0172 | LL: -36.5611 | CE: 4.8539
Iter 6 | Total: 34.7833 | LL: -33.3567 | CE: 4.7553
Iter 7 | Total: 32.8027 | LL: -31.3984 | CE: 4.6810
Iter 8 | Total: 31.4402 | LL: -30.0540 | CE: 4.6208
Iter 9 | Total: 30.3994 | LL: -29.0289 | CE: 4.5682
Iter 10 | Total: 29.5401 | LL: -28.1841 | CE: 4.5199
Iter 11 | Total: 28.7940 | LL: -27.4517 | CE: 4.4745
Iter 12 | Total: 28.1261 | LL: -26.7965 | CE: 4.4320
Iter 13 | Total: 27.5172 | LL: -26.1995 | CE: 4.3922
Iter 14 | Total: 26.9564 | LL: -25.6498 | CE: 4.3554
Iter 15 | Total: 26.4372 | LL: -25.1407 | CE: 4.3216
Iter 16 | Total: 25.9558 | LL: -24.6686 | CE: 4.2908
Iter 17 | Total: 25.5096 | LL: -24.2307 | CE: 4.2630
Iter 18 | Total: 25.0966 | LL: -23.8252 | CE: 4.2380
Iter 19 | Total: 24.7148 | LL: -23.4501 | CE: 4.2158
Iter 20 | Total: 24.3626 | LL: -23.1037 | CE: 4.1963
Iter 21 | Total: 24.0380 | LL: -22.7842 | CE: 4.1795
Iter 22 | Total: 23.7391 | LL: -22.4895 | CE: 4.1654
Iter 23 | Total: 23.4639 | LL: -22.2178 | CE: 4.1538
Iter 24 | Total: 23.2107 | LL: -21.9672 | CE: 4.1450
Iter 25 | Total: 22.9775 | LL: -21.7359 | CE: 4.1387
Iter 26 | Total: 22.7628 | LL: -21.5222 | CE: 4.1352
Iter 27 | Total: 22.5649 | LL: -21.3246 | CE: 4.1344
Iter 28 | Total: 22.3824 | LL: -21.1415 | CE: 4.1363
Iter 29 | Total: 22.2140 | LL: -20.9717 | CE: 4.1410
Iter 0 | Total: 89.9963 | LL: -88.3558 | CE: 5.4684
Iter 1 | Total: 59.9579 | LL: -58.3692 | CE: 5.2954
Iter 2 | Total: 45.0742 | LL: -43.5641 | CE: 5.0339
Iter 3 | Total: 37.9049 | LL: -36.4549 | CE: 4.8334
Iter 4 | Total: 34.1051 | LL: -32.7007 | CE: 4.6815
Iter 5 | Total: 31.8524 | LL: -30.4843 | CE: 4.5602
Iter 6 | Total: 30.3356 | LL: -28.9966 | CE: 4.4633
Iter 7 | Total: 29.1710 | LL: -27.8552 | CE: 4.3858
Iter 8 | Total: 28.1780 | LL: -26.8814 | CE: 4.3221
Iter 9 | Total: 27.2786 | LL: -25.9984 | CE: 4.2671
Iter 10 | Total: 26.4464 | LL: -25.1813 | CE: 4.2169
Iter 11 | Total: 25.6788 | LL: -24.4280 | CE: 4.1692
Iter 12 | Total: 24.9797 | LL: -23.7427 | CE: 4.1232
Iter 13 | Total: 24.3514 | LL: -23.1277 | CE: 4.0791
Iter 14 | Total: 23.7926 | LL: -22.5812 | CE: 4.0379
Iter 15 | Total: 23.2992 | LL: -22.0989 | CE: 4.0010
Iter 16 | Total: 22.8662 | LL: -21.6752 | CE: 3.9701
Iter 17 | Total: 22.4882 | LL: -21.3041 | CE: 3.9469
Iter 18 | Total: 22.1599 | LL: -20.9799 | CE: 3.9333
Iter 19 | Total: 21.8766 | LL: -20.6974 | CE: 3.9309
Iter 20 | Total: 21.6339 | LL: -20.4516 | CE: 3.9410
Iter 21 | Total: 21.4276 | LL: -20.2382 | CE: 3.9647
Iter 22 | Total: 21.2540 | LL: -20.0532 | CE: 4.0030
Iter 23 | Total: 21.1099 | LL: -19.8930 | CE: 4.0563
Iter 24 | Total: 20.9921 | LL: -19.7546 | CE: 4.1250
Iter 25 | Total: 20.8978 | LL: -19.6350 | CE: 4.2091
Iter 26 | Total: 20.8244 | LL: -19.5319 | CE: 4.3083
Iter 27 | Total: 20.7696 | LL: -19.4429 | CE: 4.4224
Iter 28 | Total: 20.7314 | LL: -19.3661 | CE: 4.5508
Iter 29 | Total: 20.7078 | LL: -19.2999 | CE: 4.6928
Iter 0 | Total: 97.8142 | LL: -96.2038 | CE: 5.3677
Iter 1 | Total: 62.8269 | LL: -61.2650 | CE: 5.2062
Iter 2 | Total: 45.7335 | LL: -44.2478 | CE: 4.9526
Iter 3 | Total: 37.9760 | LL: -36.5462 | CE: 4.7660
Iter 4 | Total: 34.1493 | LL: -32.7564 | CE: 4.6431
Iter 5 | Total: 31.9578 | LL: -30.5914 | CE: 4.5547
Iter 6 | Total: 30.4933 | LL: -29.1478 | CE: 4.4851
Iter 7 | Total: 29.3725 | LL: -28.0438 | CE: 4.4291
Iter 8 | Total: 28.4191 | LL: -27.1035 | CE: 4.3856
Iter 9 | Total: 27.5511 | LL: -26.2447 | CE: 4.3544
Iter 10 | Total: 26.7357 | LL: -25.4350 | CE: 4.3357
